country_name,year,DM_age_15.19_p,DM_age_20.24_p,DM_age_25.29_p,DM_age_30.34_p,DM_age_35.39_p,DM_age_40.44_p,DM_age_45.49_p,DM_age_marr_mean,DM_age_mean,DM_born_rural_p,DM_marr_p,DM_nvr_marr_p,DM_urban_p,drought_spei03_n1_share12,drought_spei03_n1_share36,drought_spei03_n1_share60,drought_spei03_n1.5_share12,drought_spei03_n1.5_share36,drought_spei03_n1.5_share60,drought_spei03_n2_share12,drought_spei03_n2_share36,drought_spei03_n2_share60,ED_attainment_no_educ_p,ED_attainment_primary_completed_p,ED_attainment_primary_p,ED_attainment_secondary_completed_p,ED_attainment_secondary_higher_p,ED_attainment_secondary_p,ED_educ_years_mean,ED_litt_p,EI_elec_p,EI_fridge_p,EI_radio_p,EI_tv_p,EI_women_elec_p,EI_women_fridge_p,EI_women_radio_p,EI_women_tv_p,ER_elec_rural_p,ER_elec_urban_p,FP_desired_mean,gdp_pc,HD_children_mean,HD_size_defacto_mean,HD_size_dejure_mean,HD_women_children_mean,HD_women_size_mean,hdi,HH_bicycle_p,HH_car_p,HH_floor_high_p,HH_floor_low_p,HH_motorcycle_p,HH_time_water_mean,HH_toilet_high_p,HH_toilet_low_p,HH_water_high_p,HH_water_low_p,HH_women_floor_high_p,HH_women_floor_low_p,HH_women_time_water_mean,HH_women_toilet_high_p,HH_women_toilet_low_p,HH_women_water_high_p,HH_women_water_low_p,pre_max12,pre_max36,pre_max60,pre_mean12,pre_mean36,pre_mean60,pre_min12,pre_min36,pre_min60,pre_sum12,pre_sum36,pre_sum60,RH_age_first_birth_mean,RH_children_born_mean,RH_children_living_mean,RH_contr_modern_know_p,tmp_max12,tmp_max36,tmp_max60,tmp_mean12,tmp_mean36,tmp_mean60,tmp_min12,tmp_min36,tmp_min60,WK_working_p,WL_wealth_gini,WL_wealth_mean,WL_wealth_median,RH_family_planning_mobile_p,RH_family_planning_radio_p,RH_family_planning_tv_p,WK_working_agri_p,RH_family_planning_news_p,WK_working12_p,DM_age_diff_mean,EI_telephone_p,EI_women_telephone_p,DP_decide_health_p,DP_decide_large_purchase_p,DP_decide_money_p,DP_decide_visits_p,EI_modern_cooking_p,EI_news_week_p,EI_radio_week_p,EI_tv_week_p,EI_women_modern_cooking_p,HL_smoke_cig_p,HL_smoke_p,WK_working_paid_p,HL_number_cigarettes_mean,HL_smoke10_p,HL_smoke15_p,HL_smoke5_p,NT_women_anemia_any_p,ED_litt_whole_p,DP_earn_more_equal_p,DP_earn_more_p,HL_health_insur_p,HH_watch_p,DP_owns_house_p,DP_owns_land_p,DP_decide_contraception_p,EI_computer_p,DP_decide_no_contraception_p,EI_internet_day_p,EI_internet_week_p,EI_mobile_p
Sierra Leone,2012,21.87,16.28,18.17,13.86,13.88,8.23,7.71,17.80,28.50,,66.02,27.71,40.42,0.07,0.08,0.07,0.05,0.04,0.03,0.03,0.02,0.01,55.70,4.68,13.95,4.79,30.35,26.97,3.58,35.75,17.27,8.34,59.74,16.46,18.86,10.06,63.98,18.50,1.17,30.36,4.80,1754.67,1.11,5.71,5.78,1.41,7.23,0.42,7.48,2.43,6.48,55.46,4.91,24.22,6.23,48.61,8.47,37.13,,,24.82,6.38,46.99,8.25,36.56,660.45,743.12,743.12,215.81,215.98,215.44,5.26,5.23,5.23,2589.73,7775.45,12926.52,19.18,2.86,2.26,89.97,28.76,28.88,29.28,26.75,26.70,26.69,25.03,25.01,24.65,67.68,0.47,21.23,18.33,,52.75,10.28,47.67,5.14,73.31,9.67,0.65,0.58,9.24,8.56,40.70,,0.15,7.24,41.12,15.20,0.12,4.77,8.94,32.82,9.94,18.52,4.68,45.92,43.83,31.57,19.20,10.92,1.26,41.35,,,,,,,,
South Africa,2012,17.12,16.57,15.99,15.34,13.06,11.19,10.72,23.51,30.34,36.19,37.71,55.26,74.00,0.31,0.20,0.23,0.09,0.03,0.05,0.04,0.01,0.01,2.57,4.82,12.38,25.14,85.05,73.70,10.10,97.93,87.84,73.06,68.81,75.82,88.29,75.87,67.23,79.43,81.53,92.27,2.49,,0.42,3.54,3.56,0.70,5.00,,10.55,30.38,64.52,6.27,2.56,20.17,79.84,13.48,78.97,5.41,64.53,5.66,20.90,65.45,24.24,79.10,5.97,89.70,118.62,119.94,39.31,43.09,41.87,9.33,3.90,3.63,471.77,1551.26,2512.17,21.12,1.65,1.55,99.13,24.04,24.05,24.21,18.29,17.91,17.79,10.94,10.49,10.48,35.49,0.30,67.99,70.24,,45.48,48.16,2.06,39.97,40.14,4.81,14.57,11.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,2012,20.55,19.18,16.33,12.21,11.33,10.70,9.71,20.26,29.21,,65.35,29.06,33.19,0.03,0.13,0.19,0.00,0.08,0.09,0.00,0.01,0.01,1.44,1.69,3.22,41.53,95.34,75.59,10.20,100.00,98.48,51.27,19.19,96.27,98.83,50.27,20.22,96.95,97.69,99.78,3.49,2359.92,0.90,5.64,6.00,1.11,7.30,0.62,22.25,29.61,40.39,22.55,1.22,17.81,23.08,3.97,43.48,18.80,39.90,23.77,18.51,19.96,3.80,41.90,19.18,130.66,133.46,133.47,53.21,46.13,45.19,0.77,0.74,0.58,638.47,1660.79,2711.40,21.93,2.04,1.90,83.03,19.90,19.90,20.01,6.36,7.14,7.15,-8.30,-8.30,-11.88,24.59,0.19,58.94,58.58,,13.69,46.01,4.94,26.04,29.07,3.91,16.98,16.10,16.25,10.52,36.86,,72.65,36.10,23.67,83.09,69.56,0.26,0.36,73.29,19.52,26.40,15.56,37.08,,,28.02,13.58,,44.04,54.56,29.83,,,,,,
Tanzania,2012,21.30,18.26,15.97,13.72,12.45,10.04,8.26,18.62,28.90,,62.44,26.13,27.77,0.31,0.28,0.30,0.17,0.14,0.15,0.05,0.03,0.04,17.25,44.14,57.54,6.30,25.21,24.56,6.15,74.42,18.49,8.09,57.97,16.06,21.30,10.31,61.77,19.56,8.58,44.01,5.16,2176.20,0.96,4.78,4.93,1.25,6.51,0.51,43.64,2.57,1.73,60.80,6.21,36.63,17.34,58.43,18.43,40.35,,,37.50,14.63,64.83,20.02,38.91,221.13,258.66,287.89,79.95,78.45,79.95,2.90,1.97,1.68,959.39,2824.04,4796.73,19.58,2.85,2.53,97.93,25.55,25.70,25.81,23.77,23.60,23.58,21.43,21.05,21.01,73.28,0.43,24.04,20.23,7.38,50.76,21.99,57.78,19.56,76.04,7.17,0.88,1.24,16.79,7.27,41.49,,3.36,15.52,53.65,23.91,2.66,0.31,0.99,47.33,7.75,,,9.16,43.59,70.00,25.72,10.20,6.60,28.71,,,,,,,,
Timor-Leste,2012,24.20,16.76,14.76,12.61,11.64,11.14,8.90,20.15,28.87,,61.52,35.05,18.72,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.04,8.53,21.11,15.90,50.85,46.87,6.63,68.51,49.06,9.49,29.73,25.05,53.01,11.40,32.65,30.09,43.90,78.17,4.54,,0.93,5.56,5.59,1.14,6.84,,11.38,2.97,4.85,60.56,18.82,35.82,38.48,43.87,25.50,31.97,5.58,57.43,35.76,41.86,39.65,26.46,30.75,215.93,314.61,327.37,99.87,103.22,104.95,16.22,12.28,12.28,1198.39,3715.87,6297.01,21.85,2.61,2.37,68.32,26.15,26.17,26.25,25.10,24.86,24.83,23.80,22.87,22.75,38.71,0.39,32.25,29.08,,17.18,15.89,51.39,8.34,40.05,5.32,4.62,5.56,26.68,33.67,34.69,,5.69,13.79,24.29,30.33,5.87,4.12,5.12,30.21,6.36,8.43,2.91,23.48,21.50,56.72,60.61,23.50,,30.05,,,,,,,,
Togo,2012,18.55,16.91,17.40,14.85,13.68,9.89,8.72,19.14,29.40,,68.14,24.99,35.13,0.25,0.20,0.15,0.07,0.08,0.05,0.00,0.00,0.00,36.94,6.58,32.64,,30.43,28.11,4.12,50.35,37.25,4.75,61.72,29.10,39.05,6.62,66.11,33.61,14.05,74.54,4.59,1340.13,0.92,4.89,4.94,1.33,6.94,0.47,34.55,2.84,3.58,15.50,28.85,,13.62,60.26,12.10,33.57,3.75,14.30,,14.06,64.07,8.10,34.39,179.05,261.70,295.29,87.85,93.43,98.56,12.71,0.90,0.18,1054.17,3363.48,5913.77,20.34,2.82,2.46,95.41,30.44,30.44,30.79,27.46,27.38,27.46,24.99,24.97,24.96,71.12,0.35,30.52,27.79,,18.98,8.55,30.74,1.71,74.40,7.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkey,2012,14.10,13.22,14.53,15.01,14.30,12.05,10.42,20.31,29.26,,65.90,,69.56,0.18,0.14,0.11,0.04,0.05,0.03,0.01,0.01,0.01,9.41,32.01,35.60,19.00,48.64,26.54,5.50,94.79,,98.23,,97.36,,92.67,,91.56,,,2.66,15436.88,0.41,3.73,3.86,0.51,4.65,0.75,,30.77,57.27,2.74,6.27,33.18,80.56,4.22,83.19,1.16,55.32,2.09,31.24,79.39,3.64,80.93,0.97,128.08,142.77,150.93,51.53,52.00,53.86,8.18,5.70,4.93,618.34,1871.92,3231.86,21.54,1.70,1.61,92.27,23.18,24.00,24.63,12.37,12.02,12.14,0.79,-1.60,-1.60,80.04,0.28,75.58,76.29,,,,,,,3.94,38.57,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,2012,23.63,18.94,17.77,12.74,11.77,8.43,6.71,17.71,27.97,,62.80,24.25,19.26,0.02,0.07,0.10,0.00,0.05,0.04,0.00,0.02,0.01,13.35,11.16,60.02,1.20,26.63,21.37,5.68,62.38,14.91,4.35,62.49,11.23,16.95,5.76,64.97,13.95,7.69,40.13,4.86,,1.09,4.84,4.92,1.37,6.27,,37.65,2.81,1.32,71.29,7.96,45.66,2.12,67.33,8.61,26.85,1.56,68.91,46.52,2.70,65.68,8.99,25.95,167.62,211.46,266.81,104.94,107.81,109.75,30.57,24.85,24.55,1259.33,3881.22,6584.91,18.56,3.39,2.94,98.01,24.85,24.98,25.15,23.63,23.61,23.50,22.34,22.27,21.89,70.04,0.49,17.87,14.31,4.44,67.39,14.03,63.73,13.42,74.49,6.25,1.23,1.68,24.92,16.62,52.36,,1.57,12.99,70.37,17.81,0.97,0.65,2.87,48.84,8.63,8.01,3.32,18.27,25.10,48.98,20.85,10.68,1.12,16.54,44.48,38.56,,,,,,
Zambia,2012,21.81,18.38,17.51,15.19,11.84,8.96,6.31,18.31,28.38,,59.83,27.66,39.05,0.06,0.11,0.12,0.01,0.03,0.04,0.00,0.02,0.01,9.43,16.73,49.79,7.18,40.77,36.26,6.67,65.55,22.28,16.28,54.81,31.00,25.47,20.00,59.15,36.50,6.42,44.97,4.78,3459.85,1.04,4.91,5.10,1.34,6.42,0.56,42.16,5.51,2.88,61.69,1.38,21.87,12.65,61.31,16.03,42.24,3.43,58.14,21.99,14.87,58.33,18.11,39.71,248.74,291.16,297.34,82.33,83.85,84.72,0.01,0.01,0.01,987.91,3018.67,5083.17,18.93,3.08,2.73,98.38,25.33,25.79,26.77,22.05,22.18,22.33,17.38,17.34,16.96,51.96,0.47,24.32,20.51,9.87,30.71,17.81,49.34,8.58,55.57,6.20,1.35,1.57,29.86,12.24,33.82,,10.77,19.84,48.95,32.32,11.83,0.58,1.93,54.92,38.22,9.86,6.10,26.34,,55.89,28.51,12.24,3.44,21.44,,,,,,,,
Zimbabwe,2012,22.08,18.82,17.41,14.61,11.72,8.73,6.63,19.31,28.29,,60.90,25.85,34.45,0.36,0.34,0.28,0.22,0.14,0.11,0.11,0.04,0.03,2.00,17.20,28.90,1.40,69.10,63.80,9.02,93.42,34.94,20.91,39.93,36.15,36.58,24.50,42.29,40.74,10.95,81.88,3.83,1530.46,0.73,4.12,4.14,0.98,5.34,0.48,23.65,8.94,43.80,29.29,1.30,28.09,32.16,35.91,28.48,21.26,44.47,28.74,29.09,33.76,35.60,28.93,20.88,194.10,257.90,267.68,50.33,50.48,54.66,0.33,0.13,0.11,603.93,1817.26,3279.66,19.94,2.15,1.98,98.45,25.30,25.35,25.63,21.70,21.45,21.43,16.38,15.50,15.39,36.23,0.37,37.17,33.76,11.86,22.54,17.23,18.51,17.95,43.63,6.47,4.38,4.75,28.82,22.84,32.37,,30.66,14.65,31.38,31.63,31.84,0.25,0.61,73.37,12.81,38.89,18.37,45.06,28.69,86.07,32.25,13.67,7.86,23.48,37.88,34.15,,,,,,
Armenia,2013,13.32,16.89,16.43,14.65,12.31,12.90,13.50,20.32,31.41,,65.31,29.20,45.03,0.07,0.13,0.12,0.01,0.04,0.03,0.00,0.02,0.01,0.09,0.05,0.14,40.97,99.77,50.77,11.51,100.00,99.91,92.95,5.38,99.14,99.94,94.32,5.18,99.61,99.91,99.90,2.59,,0.27,3.56,3.58,0.42,4.77,,6.42,36.41,65.27,0.26,0.21,16.51,62.41,27.18,91.50,0.31,66.36,0.22,18.20,61.95,27.03,90.91,0.28,110.87,112.27,115.87,48.74,43.31,43.95,2.26,2.19,2.07,584.85,1559.28,2636.82,21.64,1.48,1.44,97.19,21.78,22.19,22.56,8.50,7.77,7.57,-5.44,-10.90,-11.11,31.29,0.23,76.54,76.95,,3.79,37.16,22.17,19.59,35.58,4.67,60.68,61.21,19.60,13.52,23.07,,95.95,33.77,10.58,94.00,96.35,0.60,0.49,70.52,21.93,40.11,13.07,56.74,15.86,,31.65,10.41,4.20,47.92,62.90,34.45,,,,,,
Bangladesh,2013,9.72,15.40,15.98,13.77,11.36,10.35,8.84,15.67,26.47,,80.50,,21.97,0.22,0.23,0.16,0.07,0.06,0.04,0.00,0.00,0.00,20.29,10.04,26.15,4.69,38.98,31.81,4.38,57.20,58.31,16.14,5.47,39.88,52.15,15.22,4.98,37.44,48.31,87.62,1.87,2706.00,0.54,4.47,4.50,0.54,4.59,0.57,26.69,0.62,1.42,73.20,6.23,15.56,14.47,35.23,5.99,3.65,1.22,62.07,13.37,12.98,29.35,5.29,2.91,387.27,457.44,526.65,148.34,148.72,156.82,1.07,0.37,0.37,1780.11,5353.75,9409.00,17.77,2.12,1.92,,29.63,30.04,30.23,25.92,26.07,26.22,19.01,17.90,17.90,21.96,0.38,30.27,26.66,,1.87,17.10,39.21,2.43,23.98,7.67,1.44,1.26,12.00,6.89,31.95,,11.50,4.99,3.01,40.52,9.98,,,78.85,,,,,,47.10,,,,,,,,,,,,
Benin,2013,18.20,17.28,19.07,15.88,12.97,9.61,6.99,18.86,28.85,,71.61,23.00,41.62,0.38,0.23,0.19,0.27,0.16,0.11,0.00,0.02,0.01,61.78,3.39,16.94,1.60,21.28,19.87,2.76,31.89,33.30,5.09,65.47,31.42,36.32,6.28,68.76,36.17,15.18,55.85,4.84,,1.05,5.09,5.18,1.44,6.83,,33.05,3.96,3.49,39.16,50.67,22.12,5.29,71.21,17.36,25.20,3.92,36.72,22.59,5.77,69.32,18.42,24.34,274.34,280.77,301.32,84.95,83.99,86.78,5.89,0.00,0.00,1019.44,3023.61,5207.01,20.23,2.87,2.60,84.03,30.05,30.24,30.24,28.13,28.07,28.01,25.77,25.66,25.54,65.59,0.40,29.00,26.63,5.69,51.88,30.16,24.95,11.99,68.98,7.97,1.72,2.22,15.98,9.95,70.14,,4.52,6.24,40.37,27.98,4.21,0.36,1.39,64.01,7.09,12.75,11.54,33.33,43.97,25.10,13.58,7.38,1.27,45.21,20.69,19.84,,,,,,
Burundi,2013,24.07,19.95,17.51,12.87,11.01,7.88,6.71,19.94,27.70,,54.40,36.73,28.50,,,,,,,,,,34.67,13.57,40.14,0.68,25.19,22.14,4.44,69.13,18.03,5.50,47.86,11.58,20.35,7.68,52.05,15.28,1.56,49.02,3.94,,0.96,4.73,4.81,1.15,5.90,,19.51,3.09,2.54,75.37,2.04,29.60,9.80,47.51,17.58,16.02,3.12,72.69,29.59,11.90,45.37,19.58,15.40,,,,,,,,,,,,,21.30,2.50,2.16,97.25,,,,,,,,,,70.65,0.39,21.13,19.57,,37.02,7.61,71.35,3.56,78.69,5.73,2.14,2.95,13.60,8.64,21.94,,0.34,8.46,45.24,14.04,0.24,0.80,6.93,25.71,6.41,,,11.31,26.98,64.23,27.57,10.91,17.55,25.65,50.77,47.32,,,,,,
Cambodia,2013,17.79,17.03,16.41,15.82,10.52,11.67,10.75,19.75,30.08,,67.31,25.79,14.56,0.08,0.08,0.11,0.03,0.03,0.04,0.00,0.00,0.00,15.86,7.94,48.80,3.36,35.34,32.24,5.08,72.18,44.88,6.21,39.33,59.32,47.32,7.35,39.48,63.28,40.52,90.48,3.11,3006.53,0.62,4.46,4.67,0.69,5.46,0.55,61.02,13.99,12.22,7.49,63.45,,46.91,51.78,,,13.71,6.79,,49.72,49.03,,,377.36,426.01,485.97,160.26,159.32,159.86,7.62,4.43,4.36,1923.06,5735.46,9591.60,21.62,2.02,1.84,99.16,29.95,30.02,30.39,27.60,27.71,27.71,24.65,24.09,24.09,71.72,0.32,47.47,46.04,,42.72,51.39,53.05,17.48,81.04,3.14,6.52,7.36,42.50,16.06,68.64,,12.46,7.82,31.13,53.46,13.35,3.30,7.77,73.70,14.77,41.97,24.52,65.69,45.46,51.11,50.78,14.94,15.08,19.15,,,,,,,,
Cameroon,2013,24.41,18.97,17.22,12.91,10.73,8.27,7.49,18.62,27.90,,58.97,32.58,54.52,0.12,0.18,0.16,0.05,0.06,0.06,0.01,0.01,0.00,13.93,17.61,35.78,3.46,50.29,44.27,6.88,74.48,56.19,15.39,51.91,46.78,60.57,19.69,55.41,53.86,28.29,83.89,5.26,,0.93,4.81,4.80,1.36,7.01,,9.93,5.69,14.21,41.39,17.61,24.38,12.95,42.26,20.18,28.88,14.66,37.63,24.58,14.50,39.08,21.47,26.87,333.58,359.43,469.70,158.13,156.25,157.55,9.82,8.43,6.74,1897.59,5625.00,9453.21,19.59,2.58,2.27,95.15,26.50,26.93,26.93,24.63,24.67,24.60,23.02,22.89,22.80,64.29,0.46,34.11,30.80,,16.35,19.16,42.90,8.53,68.60,9.07,1.93,2.58,13.44,15.81,61.82,,21.21,8.55,28.96,51.00,17.64,0.42,0.55,56.68,,,,,38.72,63.22,15.66,7.16,3.57,51.85,,,,,,,,
Colombia,2013,17.82,16.42,15.30,13.92,12.79,12.12,11.64,20.05,30.48,,53.61,30.79,77.55,0.29,0.16,0.11,0.12,0.05,0.03,0.02,0.01,0.01,1.56,10.23,19.23,24.43,79.22,49.13,9.62,100.00,96.87,78.62,73.93,90.88,97.35,81.96,74.23,93.64,91.01,99.52,2.20,12571.65,0.37,3.64,3.63,0.53,4.62,0.72,33.21,14.61,53.16,5.98,25.86,15.78,0.00,6.30,85.78,13.40,53.81,5.56,17.18,0.00,5.76,86.30,12.74,305.49,385.39,424.41,180.39,192.72,206.46,67.13,53.69,52.88,2164.68,6937.92,12387.76,21.08,1.65,1.60,99.80,24.22,24.26,24.26,23.40,23.06,22.93,22.70,22.18,21.89,55.41,0.42,65.75,68.57,,52.31,75.20,5.59,52.97,69.81,,33.51,33.94,73.67,22.37,71.11,65.54,86.91,,,,88.41,,,90.84,,,,,,,30.68,10.48,,,,,,,,,,
Congo Democratic Republic,2013,21.53,19.86,18.71,13.92,11.67,8.01,6.29,18.13,28.04,,64.67,25.21,37.40,0.03,0.06,0.09,0.02,0.02,0.03,0.00,0.00,0.01,16.03,8.97,37.85,7.71,46.12,42.83,5.98,63.25,14.91,4.80,44.12,16.36,17.15,6.53,48.04,19.91,0.42,31.96,6.19,701.70,1.21,5.20,5.29,1.56,6.76,0.42,22.64,1.43,1.37,80.60,5.01,32.60,5.57,59.39,16.96,46.40,1.83,77.15,33.27,6.30,56.69,19.35,43.79,224.07,232.47,248.63,126.99,125.53,125.74,26.26,24.77,24.75,1523.90,4518.98,7544.29,19.72,3.11,2.68,88.21,24.87,25.09,25.52,24.03,23.95,24.09,22.79,22.58,22.58,66.69,0.61,18.03,15.00,,10.42,4.97,56.80,2.35,72.12,6.90,0.80,0.98,10.49,15.35,28.56,,2.58,7.53,21.77,15.39,2.48,0.82,3.29,42.82,18.55,20.92,15.42,35.67,39.56,53.10,27.74,9.87,4.82,32.39,37.35,34.70,,,,,,
Egypt,2013,2.28,9.50,15.24,13.19,12.05,9.98,9.45,20.30,23.90,,66.99,,35.00,0.53,0.49,0.52,0.26,0.28,0.29,0.00,0.07,0.11,16.69,3.17,7.72,26.82,47.28,36.21,5.90,53.08,99.80,96.22,36.84,97.21,72.30,70.37,26.31,71.02,99.54,99.88,2.11,10196.35,0.59,4.06,4.11,0.61,3.60,0.68,5.74,9.85,77.61,4.99,6.05,18.06,99.80,0.15,95.17,0.15,55.56,3.67,13.27,72.31,0.10,68.65,0.12,21.21,21.25,21.91,4.66,3.70,3.06,0.08,0.07,0.01,55.91,133.07,183.31,20.44,1.93,1.84,71.56,29.07,30.07,30.07,22.52,22.49,22.55,14.57,12.88,12.88,11.23,0.32,77.29,77.14,,4.79,29.38,10.83,2.52,11.59,4.59,27.28,16.78,12.15,4.65,28.24,,,5.63,15.35,69.42,,,,77.49,,,,,,49.30,29.89,7.87,,71.48,,,,,,,,
Ethiopia,2013,22.82,19.14,19.24,13.24,11.69,7.83,6.03,17.07,27.59,,62.02,26.64,38.92,0.34,0.20,0.21,0.13,0.07,0.07,0.02,0.01,0.01,46.72,4.16,34.85,1.87,18.43,11.20,3.78,41.91,39.72,9.95,38.67,23.69,40.96,13.06,42.53,27.68,12.09,85.06,5.14,,0.78,4.32,4.42,0.94,5.62,,3.18,1.56,21.88,69.83,0.70,56.78,5.51,70.85,24.37,32.17,22.96,68.26,57.15,6.44,69.58,24.77,32.12,191.16,236.37,245.54,66.80,71.84,72.03,4.84,2.70,1.45,801.56,2586.14,4322.06,19.21,2.64,2.26,94.51,25.47,25.83,25.89,23.17,23.03,22.91,21.10,20.41,20.12,36.64,0.61,20.87,15.84,,31.54,28.61,27.95,9.50,49.43,7.90,7.59,9.65,19.74,11.29,35.36,,9.42,5.14,20.15,25.32,9.10,1.23,2.42,53.36,22.48,9.53,2.62,15.17,24.05,31.05,35.84,15.42,1.91,37.80,49.33,36.60,,,,,,
Ghana,2013,19.11,17.14,16.67,13.94,13.42,10.58,9.13,19.47,29.53,,59.06,31.64,43.52,0.03,0.12,0.15,0.00,0.03,0.05,0.00,0.01,0.01,25.55,5.58,19.53,9.07,54.92,50.12,6.19,48.82,67.74,25.65,66.49,49.84,67.84,28.77,68.15,52.64,55.90,86.65,4.51,3705.16,0.64,3.72,3.80,0.94,5.24,0.57,33.04,6.67,22.81,10.38,12.33,17.70,15.97,35.75,26.67,12.28,22.52,10.36,18.56,15.77,36.35,25.48,12.17,227.77,237.46,261.55,100.99,96.05,98.46,18.80,3.20,3.20,1211.91,3457.96,5907.40,20.53,2.48,2.23,98.12,29.73,30.50,30.85,27.71,27.62,27.72,25.77,25.43,25.42,72.64,0.34,40.36,38.99,,53.66,41.90,33.24,6.03,75.34,7.14,1.37,1.43,24.03,20.30,62.65,,18.09,8.23,55.25,46.15,16.76,0.07,0.48,55.09,13.02,,,,44.82,38.83,18.38,9.67,62.34,,,,,,,,,
Guatemala,2013,22.56,19.00,15.53,13.91,11.62,9.40,7.97,18.33,28.57,,60.56,30.30,39.73,0.18,0.16,0.14,0.07,0.06,0.06,0.00,0.01,0.02,17.17,16.76,47.53,8.28,35.30,29.99,5.62,85.00,80.65,39.03,68.56,64.75,82.08,40.27,71.03,67.47,75.14,93.74,3.35,5999.79,0.69,4.87,4.90,0.83,6.10,0.63,29.87,16.88,20.61,36.05,19.52,17.73,48.09,46.80,70.83,7.33,20.35,35.47,17.73,48.20,46.60,70.96,7.48,517.11,601.63,669.59,229.81,241.27,249.55,21.64,20.16,19.90,2757.69,8685.64,14972.79,19.97,2.31,2.17,94.93,24.27,24.34,24.83,22.61,22.61,22.59,20.74,20.39,19.34,38.93,0.37,50.83,50.66,,40.80,36.94,12.45,31.62,44.91,3.80,9.51,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,2013,21.76,16.82,17.36,13.17,12.48,9.65,8.76,16.83,28.76,,75.60,20.49,29.88,0.21,0.23,0.24,0.15,0.14,0.12,0.06,0.05,0.03,70.89,2.42,12.94,1.34,16.17,13.66,2.23,20.72,24.97,9.20,60.28,22.93,26.85,10.74,63.50,25.80,5.77,60.74,5.83,,1.20,6.14,6.20,1.57,8.06,,22.42,5.64,6.66,46.76,24.49,30.19,14.47,58.15,18.50,26.64,,,31.21,15.39,56.27,18.72,25.75,456.19,552.40,603.36,145.77,157.66,154.44,1.50,1.35,1.35,1749.29,5675.71,9266.42,18.86,3.06,2.57,87.11,28.70,29.63,29.63,26.06,26.25,26.15,24.02,23.92,23.40,72.07,0.40,28.68,24.98,,28.65,9.18,52.92,2.43,74.61,13.54,,,8.12,15.77,73.11,,0.60,3.57,36.54,24.25,0.45,0.76,1.31,39.17,5.70,11.71,4.77,32.13,48.65,16.49,18.48,10.25,,,38.26,29.42,,,,,,
Haiti,2013,25.08,19.09,15.50,12.53,10.44,8.81,8.54,20.67,28.15,,53.98,38.48,34.48,0.22,0.24,0.20,0.07,0.08,0.08,0.00,0.01,0.02,16.32,5.78,38.85,1.49,44.82,40.91,5.76,71.46,25.47,6.67,47.98,19.06,30.26,8.92,52.61,24.29,12.16,53.72,2.86,,0.68,4.58,4.59,0.93,6.08,,8.09,3.04,0.34,99.05,9.46,32.51,6.28,52.54,13.28,40.64,,,31.51,7.56,48.44,30.45,34.31,416.17,439.98,477.43,137.36,128.98,128.98,25.88,20.85,19.38,1648.34,4643.36,7738.92,21.34,2.06,1.84,99.78,26.71,27.12,27.12,25.08,25.15,25.05,22.92,22.73,22.68,41.21,0.43,26.86,23.07,,36.22,12.15,11.91,7.85,52.51,5.90,1.24,1.53,30.55,35.65,47.84,,2.12,17.67,63.53,24.09,2.14,1.54,4.20,70.00,8.15,16.80,7.13,32.24,47.26,60.96,32.44,16.05,2.11,16.32,31.63,32.18,,,,,,
Indonesia,2013,15.65,14.26,15.51,15.14,14.86,13.16,11.41,20.07,31.18,,72.21,23.01,43.75,0.04,0.10,0.09,0.01,0.03,0.03,0.00,0.00,0.00,3.69,18.46,29.34,24.05,66.97,52.26,9.16,92.12,92.53,43.78,24.99,78.89,93.79,49.22,26.60,83.81,89.52,98.58,2.67,,0.50,4.05,4.12,0.61,5.03,,33.16,9.72,34.94,5.79,68.10,8.21,17.06,27.60,39.67,28.73,37.52,4.86,8.02,15.64,25.54,41.23,27.29,402.13,452.90,471.26,222.34,231.17,226.23,73.92,57.57,55.71,2668.09,8322.23,13573.74,21.59,1.84,1.71,97.07,26.86,27.31,27.31,26.23,26.27,26.19,25.58,25.37,25.15,57.09,0.25,54.73,55.66,,9.11,44.42,27.84,13.59,62.50,4.49,5.06,5.81,33.95,18.24,63.08,,58.39,13.82,17.00,82.68,61.51,2.54,3.14,67.12,13.05,21.51,10.56,37.70,,88.39,37.05,17.44,44.71,,49.80,42.99,,,,,,
